,id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,game,min,oreb,pf,player,pts,reb,stl,team,turnover
46,12070139,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 224, 'first_name': 'Andre', 'height_feet': 6, 'height_inches': 6, 'last_name': 'Iguodala', 'position': 'G-F', 'team_id': 10, 'weight_pounds': 215}",0,0,0,"{'id': 10, 'abbreviation': 'GSW', 'city': 'Golden State', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Golden State Warriors', 'name': 'Warriors'}",0
47,12070140,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 666676, 'first_name': 'Ty', 'height_feet': None, 'height_inches': None, 'last_name': 'Jerome', 'position': 'G', 'team_id': 10, 'weight_pounds': None}",0,0,0,"{'id': 10, 'abbreviation': 'GSW', 'city': 'Golden State', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Golden State Warriors', 'name': 'Warriors'}",0
48,12070141,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 7155648, 'first_name': 'Anthony', 'height_feet': None, 'height_inches': None, 'last_name': 'Lamb', 'position': 'F', 'team_id': 10, 'weight_pounds': None}",0,0,0,"{'id': 10, 'abbreviation': 'GSW', 'city': 'Golden State', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Golden State Warriors', 'name': 'Warriors'}",0
49,12070142,5,1,2,0.0,3,0,0.2857143,7,2,0.5,2,1,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",29,1,0,"{'id': 464, 'first_name': 'Lonnie', 'height_feet': 6, 'height_inches': 5, 'last_name': 'Walker IV', 'position': 'G', 'team_id': 14, 'weight_pounds': 205}",5,3,1,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",2
50,12070143,8,0,10,0.3,10,3,0.48,25,12,1.0,4,4,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",35,4,2,"{'id': 237, 'first_name': 'LeBron', 'height_feet': 6, 'height_inches': 8, 'last_name': 'James', 'position': 'F', 'team_id': 14, 'weight_pounds': 250}",31,14,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",5
51,12070144,0,1,6,0.0,3,0,0.45454547,22,10,0.7777778,9,7,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",35,0,2,"{'id': 117, 'first_name': 'Anthony', 'height_feet': 6, 'height_inches': 10, 'last_name': 'Davis', 'position': 'F-C', 'team_id': 14, 'weight_pounds': 253}",27,6,4,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",3
52,12070145,3,0,10,0.33333334,3,1,0.5833333,12,7,0.8,5,4,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",31,1,1,"{'id': 472, 'first_name': 'Russell', 'height_feet': 6, 'height_inches': 3, 'last_name': 'Westbrook', 'position': 'G', 'team_id': 14, 'weight_pounds': 200}",19,11,1,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",4
53,12070146,2,2,1,0.2,5,1,0.2,5,1,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",25,1,5,"{'id': 45, 'first_name': 'Patrick', 'height_feet': 6, 'height_inches': 1, 'last_name': 'Beverley', 'position': 'G', 'team_id': 14, 'weight_pounds': 185}",3,2,4,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",1
54,12070147,1,0,0,0.0,2,0,0.33333334,3,1,1.0,1,1,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",16,0,1,"{'id': 17553995, 'first_name': 'Austin', 'height_feet': None, 'height_inches': None, 'last_name': 'Reaves', 'position': 'G', 'team_id': 14, 'weight_pounds': None}",3,0,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
55,12070148,2,0,3,0.5,6,3,0.5555556,9,5,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",23,0,2,"{'id': 50927, 'first_name': 'Kendrick', 'height_feet': None, 'height_inches': None, 'last_name': 'Nunn', 'position': 'G', 'team_id': 14, 'weight_pounds': None}",13,3,1,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",3
56,12070149,0,0,4,0.0,3,0,0.0,3,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",14,0,1,"{'id': 666925, 'first_name': 'Juan', 'height_feet': None, 'height_inches': None, 'last_name': 'Toscano-Anderson', 'position': 'F', 'team_id': 14, 'weight_pounds': None}",0,4,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",2
57,12070150,1,0,0,0.0,0,0,0.0,1,0,0.0,2,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",08,1,2,"{'id': 166, 'first_name': 'Wenyen', 'height_feet': 6, 'height_inches': 9, 'last_name': 'Gabriel', 'position': 'F', 'team_id': 14, 'weight_pounds': 205}",0,1,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
58,12070151,0,0,1,0.33333334,3,1,0.25,4,1,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",18,0,2,"{'id': 17896017, 'first_name': 'Matt', 'height_feet': None, 'height_inches': None, 'last_name': 'Ryan', 'position': 'F', 'team_id': 18, 'weight_pounds': None}",3,1,1,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",1
59,12070152,0,0,1,1.0,1,1,1.0,1,1,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",02,0,0,"{'id': 38017697, 'first_name': 'Max', 'height_feet': None, 'height_inches': None, 'last_name': 'Christie', 'position': 'G', 'team_id': 14, 'weight_pounds': None}",3,1,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
60,12070153,0,0,0,0.0,0,0,0.0,0,0,1.0,2,2,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",02,0,0,"{'id': 38017656, 'first_name': 'Scotty', 'height_feet': None, 'height_inches': None, 'last_name': 'Pippen Jr.', 'position': 'G', 'team_id': 14, 'weight_pounds': None}",2,0,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
61,12070154,1,0,1,0.0,1,0,0.0,1,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",02,0,0,"{'id': 38017736, 'first_name': 'Cole', 'height_feet': None, 'height_inches': None, 'last_name': 'Swider', 'position': 'F', 'team_id': 14, 'weight_pounds': None}",0,1,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
62,12070155,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 248, 'first_name': 'Damian', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Jones', 'position': 'C', 'team_id': 14, 'weight_pounds': 245}",0,0,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
63,12070156,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 68, 'first_name': 'Troy', 'height_feet': 6, 'height_inches': 7, 'last_name': 'Brown Jr.', 'position': 'F', 'team_id': 14, 'weight_pounds': 215}",0,0,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
64,12070157,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 74, 'first_name': 'Thomas', 'height_feet': 6, 'height_inches': 11, 'last_name': 'Bryant', 'position': 'C', 'team_id': 14, 'weight_pounds': 248}",0,0,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
65,12070158,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,"{'id': 857356, 'date': '2022-10-18T00:00:00.000Z', 'home_team_id': 10, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2022, 'status': 'Final', 'time': 'Final', 'visitor_team_id': 14, 'visitor_team_score': 109}",00,0,0,"{'id': 409, 'first_name': 'Dennis', 'height_feet': 6, 'height_inches': 1, 'last_name': 'Schroder', 'position': 'G', 'team_id': 14, 'weight_pounds': 172}",0,0,0,"{'id': 14, 'abbreviation': 'LAL', 'city': 'Los Angeles', 'conference': 'West', 'division': 'Pacific', 'full_name': 'Los Angeles Lakers', 'name': 'Lakers'}",0
